inter_id,user_id,book_id,borrow_time,还书时间,续借时间,续借次数,source_table
29883,218,18362,2022-03-10 12:34:27,2022-06-0909:25:15,2022-05-0821:51:24,2,table_c
29885,218,28456,2022-03-15 20:52:16,2022-06-0909:25:25,2022-05-0821:51:30,2,table_d
39465,218,30640,2022-05-15 12:52:18,2022-06-1408:58:58,,0,table_d
85498,218,48002,2022-06-16 18:14:31,2022-06-1618:14:56,,0,table_c
85499,218,48003,2022-06-16 18:14:36,2022-06-1618:14:51,,0,table_c
85027,218,47675,2022-06-23 10:51:58,2022-06-2819:18:22,,0,table_c
85974,218,48340,2022-06-29 09:54:13,2022-08-2120:31:37,,0,table_c
10868,218,6135,2022-08-29 20:38:39,2022-10-2822:05:32,2022-09-2722:05:18,1,table_c
64151,218,35916,2022-08-29 20:38:50,2022-12-1816:21:03,2022-09-2722:05:20,1,table_c
64152,218,35917,2022-08-29 20:38:58,2022-12-1816:20:59,2022-09-2722:05:21,1,table_c
39467,218,24520,2022-12-18 16:46:02,2023-02-1808:25:22,,0,table_c
39470,218,24364,2022-12-18 16:46:08,2023-02-1913:56:59,,0,table_c
39468,218,24437,2022-12-18 16:46:28,2023-02-1813:59:25,,0,table_c
39471,218,24567,2022-12-18 16:46:31,2023-02-1813:59:13,,0,table_d
39469,218,24675,2022-12-18 16:46:41,2023-02-1813:59:20,,0,table_c
7094,218,3943,2022-12-18 16:46:50,2023-02-1913:56:47,,0,table_c
39472,218,24675,2023-03-16 18:37:01,2023-06-2110:37:32,,0,table_c
40100,219,24536,2020-08-29 15:09:41,2020-09-2317:22:16,,0,table_c
40102,219,24564,2020-09-06 17:23:09,2020-09-2317:21:26,,0,table_c
36767,219,23135,2020-09-23 17:23:08,2020-10-1712:01:27,,0,table_c
57733,219,32257,2020-10-13 20:25:09,2021-01-2318:43:46,,0,table_c
40101,219,24365,2020-10-13 20:25:15,2021-01-2318:43:34,,0,table_c
100221,219,56646,2021-04-16 16:51:37,2021-04-2713:55:04,,0,table_c
100220,219,56645,2021-04-16 16:51:43,2021-04-2713:56:27,,0,table_c
79617,219,44457,2021-04-16 16:51:49,2021-04-2713:56:25,,0,table_c
79616,219,44456,2021-04-16 16:52:07,2021-08-0516:37:26,2021-12-1521:55:47,2,table_c
25906,219,15521,2021-04-27 16:11:32,2021-07-3109:40:59,,0,table_c
40105,219,25053,2021-05-03 21:49:46,2021-07-3109:42:16,,0,table_c
40103,219,24457,2021-05-03 21:49:56,2021-08-0616:45:00,,0,table_c
40104,219,25052,2021-05-03 21:50:00,2021-08-0516:37:12,,0,table_c
8221,219,32130,2021-05-16 14:49:51,2021-05-1620:38:48,,0,table_d
64916,219,36502,2021-05-16 14:49:57,2021-08-0516:37:42,,0,table_c
64917,219,36503,2021-05-16 14:50:04,2021-08-0516:37:34,,0,table_c
8222,219,4594,2021-05-16 14:50:14,2021-07-3109:42:04,,0,table_c
79725,219,44510,2021-08-06 16:56:16,2021-10-1009:44:56,2021-08-2613:37:30,1,table_c
56966,219,32053,2021-08-06 16:56:31,2021-08-1213:46:22,,0,table_c
56967,219,32028,2021-08-06 16:56:36,2021-08-0714:01:38,,0,table_c
79726,219,56976,2021-08-08 14:49:13,2021-10-1009:44:47,2023-06-1716:40:54,0,table_d
101198,219,57290,2021-08-15 08:56:21,2021-10-1009:44:50,,0,table_c
100854,219,28520,2021-08-21 18:30:34,2021-10-1009:44:48,,0,table_d
79729,219,27746,2021-10-10 09:45:18,2022-01-0614:50:05,2021-12-0612:17:10,2,table_d
101200,219,57290,2021-10-10 09:45:24,2022-01-0709:31:10,2021-12-0612:17:16,2,table_c
100856,219,57059,2021-10-10 09:45:33,2022-01-0709:31:44,2021-12-0612:17:18,2,table_c
79728,219,44511,2021-10-10 09:45:38,2022-01-0614:50:12,2021-12-0612:17:14,2,table_c
101004,219,57160,2021-10-10 10:14:07,2022-01-0713:49:47,2021-12-0612:17:12,2,table_c
35630,219,22465,2021-10-10 10:14:20,2022-01-0614:50:22,2021-12-0612:17:08,2,table_c
100855,219,57060,2021-10-13 19:54:40,2022-01-0709:31:01,2021-12-0612:17:26,2,table_c
79727,219,21725,2021-10-20 21:30:57,2022-01-0709:30:54,2021-12-1521:55:31,2,table_d
78119,219,24364,2021-10-21 20:58:05,2021-10-2315:00:52,,0,table_d
100763,219,56998,2021-10-23 21:09:18,2022-01-0709:31:37,2021-12-1521:55:43,2,table_c
102719,219,58414,2021-10-25 10:32:41,2021-10-2510:58:28,2022-02-2407:42:13,0,table_c
79618,219,6148,2021-10-25 11:22:07,2022-01-0713:50:02,2021-12-1521:55:47,2,table_d
30207,219,18604,2021-10-31 21:10:00,2022-01-0614:49:58,2021-12-2316:23:48,2,table_c
101005,219,13587,2021-11-07 10:18:46,2022-01-0614:49:52,2022-01-0312:40:03,2,table_d
32423,219,20238,2021-11-07 10:18:50,2021-11-2218:30:38,,0,table_c
100222,219,56647,2021-11-12 21:20:27,2022-01-0709:31:52,2021-12-0612:17:31,1,table_c
100760,219,56986,2021-11-18 20:52:17,2022-01-0713:49:38,2021-12-1521:55:21,1,table_c
101003,219,57161,2021-11-18 20:52:22,2022-01-0709:31:26,2021-12-1521:55:25,1,table_c
99917,219,56442,2021-11-20 20:36:02,2021-11-2218:30:30,2023-12-2423:07:35,0,table_c
99916,219,56441,2021-11-20 21:43:46,2022-01-0620:20:10,2021-12-1521:55:34,1,table_c
101001,219,57349,2021-11-20 21:43:56,2021-11-2218:43:16,,0,table_d
31864,219,30052,2021-11-20 21:44:12,2021-11-2218:31:02,2022-03-1908:23:08,0,table_d
101199,219,57289,2021-11-20 21:44:17,2021-11-2218:43:13,,0,table_c
100759,219,56987,2021-11-20 21:44:34,2022-01-0620:19:52,2021-12-1521:55:37,1,table_c
100223,219,38137,2021-11-20 21:44:43,2021-12-1617:44:42,2021-12-1521:55:40,1,table_d
100761,219,56996,2021-12-18 18:51:51,2022-01-0713:49:19,2022-02-1914:44:24,0,table_c
100762,219,56997,2021-12-18 18:51:57,2022-01-0713:49:26,2023-12-2423:07:35,0,table_c
30126,219,18534,2022-01-06 15:45:03,2022-02-1818:12:53,,0,table_c
83520,219,24410,2022-01-07 11:56:12,2022-02-1818:13:45,,0,table_d
30158,219,33138,2022-01-07 11:56:23,2022-02-1818:13:29,,0,table_d
30159,219,18562,2022-01-07 11:56:32,2022-02-1818:13:01,,0,table_c
30127,219,18535,2022-01-07 11:56:42,2022-02-1818:13:37,,0,table_c
30156,219,18559,2022-01-07 11:56:53,2022-02-1818:13:12,,0,table_c
84093,219,47084,2022-01-08 16:41:45,2022-01-0817:23:35,,0,table_c
83502,219,30751,2022-01-08 16:41:49,2022-02-1818:13:21,,0,table_d
40097,219,24432,2022-02-14 21:35:47,2022-04-2809:32:15,2022-03-1610:58:51,1,table_c
40098,219,25051,2022-02-14 21:35:51,2022-07-0117:00:21,2022-03-1610:58:46,1,table_c
67756,219,38295,2022-02-18 21:16:15,2022-07-0117:01:06,2022-03-1610:58:59,1,table_c
30157,219,18560,2022-02-18 21:16:22,2022-07-0117:00:29,2022-03-1610:59:03,1,table_c
100219,219,13861,2022-02-18 21:42:23,2022-07-0117:00:59,2022-03-1610:59:09,1,table_d
101099,219,57218,2022-03-02 09:16:48,2022-05-0715:19:01,,0,table_c
10959,219,6252,2022-03-03 09:29:25,2022-07-0117:01:19,,0,table_c
100576,219,56876,2022-03-10 09:20:21,2022-07-0117:00:51,,0,table_c
30299,219,18679,2022-03-30 14:42:29,2022-07-0117:00:36,,0,table_c
100642,219,56914,2022-04-16 19:09:34,2022-07-0117:00:44,,0,table_c
68779,219,39031,2022-04-20 21:50:14,2022-04-2809:32:07,,0,table_c
10960,219,24684,2022-07-03 18:48:15,2022-08-0513:52:13,,0,table_d
69495,219,39506,2022-07-03 18:48:22,2022-08-0513:52:26,,0,table_c
69454,219,39476,2022-07-03 18:48:26,2022-08-0513:52:19,,0,table_c
83960,219,46986,2022-07-03 18:48:37,2022-08-0513:52:06,2021-12-2413:11:07,0,table_c
83913,219,46946,2022-08-08 21:47:08,2022-09-1214:29:47,,0,table_c
99915,219,56440,2022-08-08 21:47:36,2022-09-1214:29:55,,0,table_c
98159,219,24386,2022-08-08 21:47:58,2022-09-1214:29:53,,0,table_d
99911,219,56330,2022-08-08 21:48:10,2022-09-1214:29:49,,0,table_c
99914,219,24185,2022-08-08 21:48:23,2022-09-1214:29:57,,0,table_d
101369,219,57436,2022-08-23 16:21:11,2022-09-1214:29:59,,0,table_c
98158,219,31624,2022-09-12 14:30:20,2022-12-1120:10:50,,0,table_d
67757,219,38296,2022-09-12 14:30:22,2022-09-2014:52:19,2021-12-2413:11:23,0,table_c
16255,219,9500,2022-09-13 15:56:34,2022-12-1120:09:35,,0,table_c
15876,219,9243,2022-09-13 15:56:37,2022-12-1120:10:01,,0,table_c
15397,219,8936,2022-09-13 15:56:44,2022-12-1120:09:15,,0,table_c
40099,219,24334,2022-09-21 19:31:53,2022-12-1120:10:10,2021-12-2413:10:23,0,table_c
99912,219,56437,2022-09-22 11:07:40,2022-09-2420:31:39,,0,table_c
99918,219,56443,2022-09-22 11:07:46,2022-09-2420:31:48,2022-03-1908:22:53,0,table_c
32422,219,20237,2022-09-22 11:07:51,2022-09-2420:31:57,,0,table_c
99919,219,30733,2022-09-22 11:07:58,2022-09-2420:32:24,,0,table_d
99913,219,56438,2022-09-22 11:08:05,2022-09-2420:32:15,,0,table_c
30128,219,18536,2022-10-06 11:17:09,2022-12-1120:09:43,,0,table_c
30160,219,18563,2022-10-06 11:17:35,2022-12-1120:09:50,,0,table_c
10961,219,6163,2022-12-11 20:20:10,2023-02-2008:18:04,2022-03-1908:23:03,0,table_c
10963,219,6253,2022-12-11 20:20:13,2023-02-2008:18:12,2023-05-1615:52:36,2,table_c
101222,219,57308,2023-02-22 11:19:04,2023-05-1618:49:08,2023-04-2122:23:47,2,table_c
101220,219,57306,2023-02-22 11:19:12,2023-05-1618:49:16,2023-04-2122:23:49,2,table_c
101223,219,57309,2023-02-22 11:19:16,2023-05-1618:48:54,2023-04-2122:23:56,2,table_c
101221,219,39758,2023-02-22 11:19:43,2023-05-1618:49:01,2023-04-2122:23:52,2,table_d
101224,219,57310,2023-02-24 09:57:42,2023-05-1618:49:22,2023-04-2122:24:00,2,table_c
101267,219,57351,2023-02-24 09:57:47,2023-05-1618:49:32,2023-04-2122:23:58,2,table_c
100341,219,56698,2023-02-24 09:58:00,2023-05-1618:49:44,2023-04-2122:24:02,2,table_c
10962,219,6253,2023-03-19 21:49:20,2023-05-1621:48:17,2023-05-1615:52:36,2,table_c
45493,219,27405,2023-03-19 21:49:24,2023-05-1618:49:54,2023-05-1615:52:21,2,table_c
53765,219,30678,2023-03-19 21:49:27,2023-05-1621:48:11,2023-05-1615:52:33,2,table_c
47759,219,28307,2023-03-19 21:49:33,2023-04-1821:09:46,2023-04-1423:51:55,1,table_d
40107,219,25055,2023-03-21 21:50:21,2023-04-2518:52:49,2023-04-1423:52:03,1,table_c
45494,219,27406,2023-04-12 14:14:10,2023-04-1818:58:08,,0,table_c
57734,219,32236,2023-04-18 21:10:47,2023-04-2518:52:01,2022-06-1309:56:28,0,table_c
69739,219,39621,2023-04-18 21:10:51,2023-05-1121:52:57,,0,table_c
34791,219,54427,2023-04-23 21:52:25,2023-05-2916:31:48,2023-05-1615:52:39,1,table_d
40106,219,25054,2023-04-23 21:52:37,2023-04-2518:52:23,,0,table_c
34792,219,21857,2023-05-29 16:32:05,2023-06-1710:16:54,2022-08-0917:23:26,0,table_c
98161,225,55225,2020-01-13 20:52:28,2020-09-0315:43:59,2023-05-2008:41:25,0,table_c
98160,225,8562,2020-01-13 20:53:41,2020-08-2812:12:42,,0,table_d
98162,225,55226,2020-09-03 15:49:04,2020-10-1818:48:10,2024-06-1300:01:17,0,table_c
67101,225,37949,2020-10-18 19:21:16,2020-11-1117:32:52,2024-06-1300:01:11,0,table_c
69287,225,39365,2020-10-18 19:21:25,2020-11-1117:33:36,,0,table_c
67102,225,37950,2020-10-18 19:21:33,2020-11-1815:35:32,2024-06-1300:01:19,0,table_c
69269,225,39352,2020-10-18 19:21:39,2020-11-1815:35:56,,0,table_c
69288,225,39366,2020-10-18 19:21:45,2020-11-1815:36:03,2024-06-1300:01:27,0,table_c
67100,225,37948,2020-10-18 19:21:50,2020-11-1117:33:10,2023-05-2008:41:41,0,table_c
29109,225,17785,2020-11-14 17:47:26,2020-12-1612:27:04,2024-06-1300:01:21,0,table_c
29110,225,17784,2020-11-14 17:47:42,2020-12-1612:27:14,2022-05-0614:59:16,0,table_c
47780,225,23182,2020-11-28 16:38:50,2020-12-2713:34:20,2024-06-1300:01:28,0,table_d
47781,225,28786,2020-11-28 16:38:58,2020-12-2713:34:45,,0,table_c
68123,225,38560,2020-11-28 21:40:42,2020-12-2713:34:35,2022-05-1511:18:56,0,table_c
37776,225,23800,2021-01-06 17:09:03,2021-03-0611:43:34,2022-05-0614:59:13,0,table_c
7153,225,3935,2021-01-15 17:20:15,2021-03-0611:43:43,2022-05-1511:18:39,0,table_c
52648,225,30480,2021-01-16 14:07:01,2021-03-0611:43:22,2022-05-0614:59:20,0,table_c
66785,225,2893,2021-03-24 18:30:56,2021-04-0816:39:01,2022-05-1511:18:55,0,table_d
52649,225,30480,2021-03-24 18:31:03,2021-04-0816:38:50,2022-05-2316:34:37,0,table_c
37436,225,23555,2021-03-24 18:31:41,2021-04-2618:04:00,2022-04-2109:17:38,0,table_c
37435,225,23554,2021-03-29 12:01:55,2021-05-1018:35:20,2022-05-1511:18:49,0,table_c
82451,225,45917,2021-04-10 20:41:56,2021-05-1714:54:36,,0,table_c
82450,225,45916,2021-04-10 20:42:01,2021-05-1714:54:30,2022-10-2619:11:53,0,table_c
82452,225,45918,2021-04-10 20:42:42,2021-05-1714:54:42,2022-05-1511:18:47,0,table_c
82228,225,40709,2021-05-31 17:39:47,2021-07-0315:33:46,2022-05-1511:18:35,0,table_d
57743,225,32207,2021-06-07 18:52:13,2021-07-0315:33:57,,0,table_c
53775,225,30901,2021-07-03 15:45:08,2021-08-0815:31:29,2022-05-3114:55:50,0,table_c
47782,225,28787,2021-07-03 15:45:16,2021-08-0815:31:52,2022-05-3114:55:57,0,table_c
57744,225,32443,2021-07-06 12:25:34,2021-08-0815:31:06,,0,table_c
57742,225,32510,2021-07-06 12:25:42,2021-08-0815:31:36,2022-03-2110:51:09,0,table_c
101651,225,57633,2021-07-06 17:55:49,2021-07-0715:34:28,,0,table_c
101652,225,57634,2021-07-06 17:55:57,2021-07-0715:34:08,2022-05-1511:18:40,0,table_c
101639,225,57622,2021-07-10 13:27:14,2021-08-0815:30:59,,0,table_c
101550,225,57573,2021-07-22 18:26:58,2021-08-0815:31:46,,0,table_c
101559,225,57582,2021-07-22 18:27:07,2021-08-0815:31:18,2022-03-2110:50:56,0,table_c
57745,225,32511,2021-08-08 15:51:02,2021-10-1118:19:09,2022-10-1415:40:55,0,table_c
57741,225,32509,2021-08-08 15:51:40,2021-08-2515:52:49,2022-05-2316:34:45,0,table_c
53774,225,30652,2021-08-25 16:02:07,2021-10-1118:18:42,,0,table_c
45500,225,27410,2021-08-25 16:02:18,2021-10-1118:18:52,,0,table_c
82227,225,45752,2021-08-25 16:02:26,2021-10-1118:19:14,,0,table_c
82453,225,8428,2021-11-06 08:25:36,2021-12-1312:13:42,,0,table_d
102602,225,58338,2021-11-06 08:26:14,2021-12-1312:13:31,,0,table_c
102603,225,58339,2021-11-06 08:28:38,2021-12-1312:13:53,2022-03-2110:50:54,0,table_c
29111,225,17784,2021-12-25 20:33:45,2022-02-1419:34:53,2022-05-1511:18:46,0,table_c
47783,225,28788,2021-12-27 13:41:19,2022-02-1419:34:32,2022-05-2316:34:43,0,table_c
47784,225,28789,2021-12-27 13:41:26,2022-02-1419:34:37,,0,table_c
82636,225,46012,2021-12-29 18:22:16,2022-02-1419:34:47,2022-10-2619:11:48,0,table_c
52211,225,30296,2022-03-02 15:52:14,2022-03-2709:36:52,,0,table_c
66107,225,37300,2022-03-02 15:52:22,2022-03-2709:36:39,,0,table_c
47777,225,13607,2022-03-02 15:52:27,2022-03-0617:10:22,2024-06-1300:01:24,0,table_d
47774,225,27088,2022-03-06 17:10:36,2022-03-2818:26:07,2024-06-1300:01:30,0,table_d
47776,225,28782,2022-03-06 17:10:43,2022-03-0708:45:49,,0,table_c
47775,225,28781,2022-03-06 17:10:49,2022-03-2709:36:46,2024-06-1300:01:08,0,table_c
40122,225,24485,2022-03-27 09:47:12,2022-03-3008:02:52,,0,table_c
40120,225,24655,2022-03-27 09:47:19,2022-03-2818:26:15,,0,table_c
40123,225,24656,2022-03-27 09:47:23,2022-03-2818:26:23,,0,table_c
40121,225,25060,2022-03-28 18:51:19,2022-04-1107:30:14,2023-11-0611:15:02,0,table_c
66064,225,37272,2022-03-28 18:51:26,2022-04-1107:30:05,,0,table_c
45499,225,27252,2022-03-30 12:21:34,2022-04-0719:49:21,,0,table_c
91611,225,28025,2022-03-30 12:21:39,2022-04-2119:45:55,2024-06-1300:01:25,0,table_d
29108,225,45938,2022-03-30 12:21:47,2022-03-3015:07:21,2024-06-1300:01:15,0,table_d
47778,225,30733,2022-04-04 17:43:55,2022-04-2609:14:03,,0,table_d
47773,225,28780,2022-04-04 17:43:58,2022-04-2609:14:14,,0,table_c
47779,225,28784,2022-04-04 17:44:06,2022-05-0621:30:28,,0,table_c
91610,225,51542,2022-04-09 10:29:35,2022-04-1311:53:47,,0,table_c
53773,225,31030,2022-04-13 11:54:01,2022-05-1013:19:40,2024-06-1300:01:13,0,table_c
53772,225,28570,2022-04-27 16:46:27,2022-05-1013:19:35,,0,table_d
91609,225,51497,2022-04-27 16:46:30,2022-05-0309:18:23,,0,table_c
102601,225,58337,2022-08-10 11:03:22,2022-08-2210:09:34,,0,table_c
102520,225,56288,2022-08-10 11:03:26,2022-08-2210:09:40,,0,table_d
101557,225,3132,2022-08-22 10:36:41,2022-09-0611:28:13,2023-11-0611:14:53,0,table_d
101556,225,57579,2022-08-22 10:36:48,2022-09-0611:28:25,,0,table_c
101558,225,43150,2022-08-22 10:36:56,2022-09-0611:28:19,,0,table_d
47785,225,28790,2022-11-14 16:58:32,2022-12-1313:22:44,2022-08-0814:18:47,0,table_c
47786,225,30047,2022-11-14 16:58:38,2022-12-1313:23:27,2022-08-0814:18:44,0,table_d
47787,225,28551,2022-11-14 16:58:57,2022-12-1313:23:17,2023-05-3015:18:11,0,table_c
82637,225,46013,2022-11-22 21:39:07,2022-12-1313:23:00,,0,table_c
101921,225,57828,2022-11-22 21:39:13,2022-12-1313:23:08,,0,table_c
101919,225,57826,2022-11-22 21:39:17,2022-12-1313:23:43,2022-05-1511:18:37,0,table_c
101918,225,57825,2022-11-22 21:39:22,2022-12-1313:23:36,2022-05-3114:55:56,0,table_c
101915,225,57824,2022-11-22 21:39:27,2022-12-1313:23:55,,0,table_c
101561,225,57584,2023-03-02 13:19:36,2023-04-0217:39:13,,0,table_c
101560,225,57583,2023-03-02 13:19:43,2023-04-0217:39:02,2022-11-0815:44:47,0,table_c
47788,225,56324,2023-03-08 20:11:49,2023-05-0811:20:32,2022-11-0815:44:59,0,table_d
47789,225,51585,2023-03-08 20:11:58,2023-05-0811:20:16,2022-10-1415:40:55,0,table_d
47790,225,28790,2023-03-08 20:12:06,2023-05-0811:20:22,2022-11-1419:31:22,0,table_c
101562,225,57584,2023-05-08 11:27:06,2023-06-2009:46:48,,0,table_c
44685,227,803,2020-08-23 20:36:37,2020-11-2019:55:41,2020-10-2115:14:15,2,table_d
32157,227,20062,2020-08-24 20:57:39,2020-09-1911:53:37,2024-09-1521:10:29,0,table_c
76986,227,43180,2020-09-30 21:20:37,2020-10-2707:06:19,2024-09-1521:10:25,0,table_c
76987,227,43181,2020-10-07 20:42:11,2020-10-2707:06:04,2024-09-1521:10:28,0,table_c
45501,227,27411,2020-12-27 21:53:49,2021-01-0218:09:40,2022-11-0815:44:44,0,table_c
40130,227,28570,2021-01-19 19:47:26,2021-04-1816:24:13,2021-04-1507:57:41,2,table_d
40129,227,24858,2021-01-19 19:47:49,2021-04-1816:24:20,2021-04-1507:57:34,2,table_c
94415,227,53047,2021-01-19 21:55:09,2021-03-2815:38:50,2021-03-1911:40:20,1,table_c
94414,227,53046,2021-01-19 21:55:13,2021-03-2814:08:18,2021-03-1911:40:14,1,table_c
94416,227,53048,2021-03-16 21:46:19,2021-03-2814:08:25,,0,table_c
45502,227,27412,2021-03-17 09:34:41,2021-04-1816:24:31,2021-04-1507:57:21,1,table_c
102782,227,58466,2021-04-02 21:56:12,2021-05-2913:48:11,2021-05-0809:46:20,1,table_c
97801,227,54973,2021-04-14 21:00:21,2021-06-2711:16:04,2021-06-0711:28:59,2,table_c
97802,227,54974,2021-04-14 21:00:31,2021-06-2711:15:51,2021-06-0711:29:04,2,table_c
57752,227,28698,2021-04-16 18:12:59,2021-04-1719:41:18,2024-09-1521:10:23,0,table_d
72816,227,24567,2021-04-18 17:02:30,2021-05-1919:04:21,2021-05-0809:46:43,1,table_d
72817,227,41655,2021-04-18 17:02:44,2021-05-1919:04:09,2021-05-0809:46:50,1,table_c
72821,227,41657,2021-04-18 17:05:21,2021-05-1919:03:59,2021-05-0809:46:46,1,table_c
25061,227,14943,2021-05-26 19:25:54,2021-05-2911:51:17,,0,table_c
24910,227,14829,2021-05-26 19:26:06,2021-05-2908:49:01,,0,table_c
22316,227,13272,2021-05-29 12:25:28,2021-06-2120:55:17,2021-06-1910:26:39,1,table_c
68780,227,39032,2021-06-13 21:04:35,2021-06-2120:55:11,2023-08-2615:49:31,0,table_c
102783,227,17321,2021-06-13 21:04:41,2021-07-0421:09:52,,0,table_d
40134,227,24738,2021-06-23 12:10:10,2021-07-0821:21:46,2023-05-3015:16:56,0,table_c
40135,227,24782,2021-06-23 12:10:54,2021-07-1319:22:24,,0,table_c
40131,227,24737,2021-06-23 12:11:20,2021-07-1319:22:04,,0,table_c
97886,227,32501,2021-07-04 21:07:22,2021-07-2017:58:42,,0,table_d
97887,227,55028,2021-07-04 21:07:31,2021-07-2017:58:56,,0,table_c
73131,227,41754,2021-07-08 20:42:57,2021-07-1319:23:53,,0,table_c
29898,227,18351,2021-07-08 20:43:05,2021-08-2617:31:44,2023-08-2615:49:02,0,table_c
29899,227,18372,2021-07-08 20:43:11,2021-12-1413:46:20,2022-02-1708:15:23,1,table_c
40132,227,25063,2021-07-13 19:23:01,2021-07-1918:51:19,,0,table_c
40136,227,25064,2021-07-15 12:48:45,2021-10-3113:41:38,2021-10-1708:32:45,1,table_c
40137,227,25065,2021-07-15 12:48:53,2021-10-3113:41:45,2021-10-1708:32:42,1,table_c
31645,227,19674,2021-07-18 21:14:53,2021-08-2617:31:52,2024-05-0909:16:31,0,table_c
31646,227,19675,2021-07-18 21:14:59,2021-08-2617:31:35,2024-05-0909:16:35,0,table_c
40133,227,24881,2021-07-22 19:14:54,2021-07-3012:19:57,,0,table_c
31772,227,19766,2021-07-22 21:00:09,2021-12-1413:46:12,2021-11-1607:44:51,2,table_c
12699,227,7184,2021-07-24 19:36:34,2021-07-3012:20:05,2023-08-2615:49:26,0,table_c
72819,227,41632,2021-07-31 12:15:01,2021-08-2617:32:32,2023-05-3015:18:13,0,table_c
79188,227,44244,2021-07-31 12:15:10,2021-08-2617:32:15,,0,table_c
72820,227,41656,2021-07-31 12:15:22,2021-08-2617:32:43,2023-05-3015:18:11,0,table_c
72818,227,41620,2021-07-31 12:15:38,2021-08-2617:32:23,2023-12-0615:59:05,0,table_c
98163,227,55227,2021-07-31 12:23:38,2021-08-2617:32:07,,0,table_c
97149,227,54625,2021-07-31 12:23:47,2021-08-2617:32:51,2023-05-3015:17:07,0,table_c
57753,227,27375,2021-08-26 17:43:39,2021-10-3113:41:24,2021-10-1708:32:35,1,table_d
29900,227,18372,2021-12-18 21:55:13,2022-02-2015:10:14,2022-02-1708:15:20,1,table_c
32836,227,24570,2021-12-18 21:55:20,2021-12-2219:54:49,,0,table_d
55985,227,31624,2022-01-07 20:45:16,2022-02-1718:08:00,2022-02-1708:15:26,1,table_c
90991,227,51170,2022-02-20 12:06:30,2022-06-1418:33:19,2022-05-1400:01:47,2,table_c
78232,227,43830,2022-02-20 19:35:44,2022-06-1418:33:27,2022-05-1400:01:13,2,table_c
52347,227,6148,2022-02-23 21:53:33,2022-03-0614:52:22,2022-11-2009:53:00,0,table_d
102720,227,58414,2022-02-25 08:07:15,2022-02-2508:27:48,2023-08-2615:49:10,0,table_c
102721,227,58414,2022-02-26 19:49:01,2022-03-2521:06:53,2022-03-2107:27:37,1,table_c
92912,227,52155,2022-02-28 21:14:32,2022-06-1418:33:40,2022-05-1400:01:16,2,table_c
57750,227,28564,2022-03-12 18:39:52,2022-03-1616:38:11,2022-10-2619:11:48,0,table_d
69741,227,39677,2022-03-16 17:03:19,2022-04-0311:24:29,,0,table_c
57749,227,32514,2022-03-25 21:34:06,2022-04-3015:39:37,2023-03-2220:30:23,0,table_c
57748,227,32236,2022-03-31 11:56:34,2022-04-1919:13:32,2022-11-0815:44:42,0,table_c
70061,227,39923,2022-03-31 18:22:24,2022-04-3015:39:29,2023-03-2220:30:19,0,table_c
57746,227,32512,2022-04-02 18:02:25,2022-04-2817:40:39,2022-11-2509:41:58,0,table_c
57747,227,32513,2022-04-30 16:09:13,2022-06-2216:17:29,2022-05-2910:24:26,1,table_c
86765,227,48771,2022-06-21 10:12:03,2022-06-2317:41:48,2023-02-2408:55:26,0,table_c
8916,227,5059,2022-08-05 18:29:26,2022-08-0616:01:51,2022-10-0222:13:12,0,table_c
8918,227,5060,2022-08-05 18:29:35,2022-08-0616:01:43,2024-09-1521:10:31,0,table_c
8917,227,5004,2022-08-05 18:29:42,2022-08-0616:01:58,2023-11-1315:20:28,0,table_c
38190,227,24357,2022-08-11 13:25:26,2022-11-0512:23:25,2022-10-0707:48:47,2,table_d
40125,227,24856,2022-09-08 11:37:31,2022-09-1011:42:21,2023-04-2212:14:49,0,table_c
53777,227,13470,2022-09-08 20:25:50,2022-09-1011:42:29,,0,table_d
40126,227,25061,2022-09-13 11:48:47,2022-09-1417:09:42,,0,table_c
40127,227,41341,2022-09-13 11:48:53,2022-09-1417:09:51,,0,table_d
40128,227,30055,2022-09-13 19:20:08,2022-09-1615:12:56,,0,table_d
57751,227,32293,2022-09-13 19:20:20,2022-09-2114:08:43,,0,table_c
53776,227,30732,2022-09-16 21:20:50,2022-10-3008:20:45,2022-10-0707:48:52,1,table_c
47792,227,28666,2022-10-07 20:43:27,2022-11-0912:44:00,2022-11-0514:11:16,1,table_c
40138,227,24481,2022-10-16 17:27:08,2022-10-2421:54:58,,0,table_c
63817,227,35669,2022-11-01 21:36:34,2022-11-0920:22:37,2023-09-2317:45:10,0,table_c
32838,227,20386,2022-11-09 20:21:57,2022-11-2809:41:20,,0,table_c
40139,227,25066,2022-11-18 12:41:56,2022-11-1910:44:27,2023-05-3015:16:58,0,table_c
57756,227,32471,2022-11-27 13:00:02,2022-12-1119:51:33,2023-03-2508:25:08,2,table_c
40140,227,25067,2022-11-27 13:00:09,2022-11-2811:45:41,,0,table_c
67273,227,38062,2022-11-28 11:45:06,2022-12-0712:47:32,,0,table_c
67272,227,38062,2022-12-07 15:34:27,2023-02-2808:38:54,2023-02-1816:51:15,1,table_c
67271,227,38061,2022-12-07 15:34:33,2023-03-0708:23:43,2023-02-1816:51:22,1,table_c
67274,227,38061,2022-12-08 19:20:58,2023-03-0708:23:33,2023-02-1816:51:20,1,table_c
38191,227,24009,2022-12-10 21:08:00,2023-02-2808:39:05,2023-02-1816:51:10,1,table_c
